number,id,name,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year
1443,5645,Пінчук Владислав Петрович,Головний спеціаліст відділу порівняльно-правового аналізу на відполвідність acquis communautaire Управління міжнародно-правової експертизи департаменту міжнародного права на співробітництва,Міністерство юстиції,Загальнодержавний регіон,2013,83805,122811,75646,0,0,0,0,0,0,0,8159,0,0,0,0,0,80,0,0,0,0,0,1,0,0,0,"Citroen,C4;;",;;,2013;;,;;
1444,5652,Бородаєв Ігор Володимирович,"Заступник директора державного підприємства ’Поліське лісове господарство""",Державне агентство лісових ресурсів,Волинська область,2013,57043,230548,57043,95302,0,846,0,0,0,0,0,0,0,0,0,0,94.7,136.8,101.9,76.8,2732,1013,0,2,0,0,;;,"Chevrolet,Aveo;Mitsubishi,Pajero Sport;",;;,2005;2013;
1445,5664,Гижко Петро Андрійович,Начальник регіонального відділення ФДМУ по Вінницькій області,Фонд державного майна,Вінницька область,2013,145778,127062,145778,74492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,221,42800,364,1,1,0,0,"Chevrolet,Niva;;","Skoda,Octavia Tour;;",2005;;,2008;;
1446,5683,Богомолов Михайло Анатолійович,Головний спеціаліст відділу внутрішнього аудиту Міністерства освіти і науки України,Міністерство освіти і науки,Загальнодержавний регіон,2013,75306.58,0,73601.58,0,0,0,0,0,0,0,1705,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1447,5695,Жигановський Роман Валентинович,Помічник судді,Загальний апеляційний суд,Житомирська область,2013,20531.22,0,20531.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,;;,;;,;;,;;
1448,4731,Мартиненко Олександр Васильович,"суддя, Голова суду",Апеляційний адміністративний суд,Дніпропетровська область,2013,311160,1011749,298543,0,0,0,0,0,0,0,12617,0,0,0,0,797249,70,142,230,0,1501,0,1,2,0,0,"Audi,Q7;;","Volkswagen,Tiguan;Audi,Q5;",2010;;,2009;2011;
1449,4736,Яресько Андрій Володимирович,Суддя судовоі палати у цивільних справах Апеляційного суду Луганської області,Загальний апеляційний суд,Луганська область,2013,225724,16151,225676,3783,0,0,0,0,0,0,0,0,48,0,0,0,101.45,70.1,0,0,900,0,0,0,0,0,;;,;;,;;,;;
1450,4767,Семеній Лідія Іванівна,Суддя,Загальний апеляційний суд,Сумська область,2013,262070,0,249453,0,0,0,0,0,0,0,12617,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1451,4781,Харенко Віталій Леонідович,"Головний спеціаліст відділу правового регулювання фінансових послуг Управління фінансового законодавства Деп-ту цивільного фінансового законодавства, питань земельних відносин",Міністерство юстиції,Загальнодержавний регіон,2013,99016,29400,89727,0,0,0,0,0,0,0,9289,0,0,0,0,0,74,74,0,0,985,0,0,0,0,0,;;,;;,;;,;;
1452,4793,Фартушок Ігор Іванович,Начальник Головного управління юстиції у Закарпатській області,Міністерство юстиції,Закарпатська область,2013,198100,96043,0,96043,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,128.2,255.6,636,1000,1,1,0,0,"Audi,A6;;","Peugeot,308;;",2008;;,2008;;
1453,4798,Даниленко Анатолій Васильович,Керівник служби Першого віце-прем'єр-міністра,Кабінет міністрів (крім міністрів міністерств),Загальнодержавний регіон,2013,105445,950195,0,35470,0,0,0,0,0,258342,0,0,0,0,0,1957550,209.9,322.1,305.4,90.6,16647,54578,1,2,0,0,"Toyota,Sequoia;;","Mitsubishi,L200;Mercedes-Benz,GL550;",;;,2009;2010;
1454,4818,Ходаковська Тамара Сергіївна,Головний спеціаліст сектору архівної справи Управління документального забезпечення Департаменту організаційного та ресурсного забезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,73100,0,58858,0,289,0,0,0,0,0,6013,0,0,0,0,0,150.01,0,0,0,0,0,1,0,0,0,"Mazda,3;;",;;,2007;;,;;
1455,4820,Нагорна Марина Олександрівна,Начальник відділу діловодства та ведення Єдиної бази даних Управління з питань банкрутства Департаменту нотаріату та банкрутства Міністерства юстиції України.,Міністерство юстиції,Загальнодержавний регіон,2013,99280,52778,83956,47872,3795,0,0,0,0,0,9076,0,0,0,0,0,26.2,78.6,0,0,3251.4,6502.6,0,1,0,0,;;,"ВАЗ,111830;;",;;,2006;;
1456,4863,Швець Вікторія Вікторівна,Спеціаліст і категорії інформаційно-аналітичного відділу Секретаріату Урядового уповноваженого у Європейському суді з прав людини,Міністерство юстиції,Загальнодержавний регіон,2013,14340,155575,14340,114450,0,0,0,0,0,0,0,27126,0,0,0,0,0,122.4,0,315.6,0.1,2500,0,1,0,0,;;,"Citroen,C3;;",;;,2007;;
1457,4882,Вознічук Віра Вікторівна,Головний спеціаліст відділу нормативно-правової роботи Юридичного департаменту державного агентства з інвестицій та управління національними проектами України,Міністерство юстиції,Загальнодержавний регіон,2013,69228.68,49314.45,67521.68,49314.45,0,0,0,0,0,0,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1458,4887,Прудник Сергій Володимирович,Суддя,Адміністративний місцевий суд,Дніпропетровська область,2013,162602,46654,162602,46654,0,0,0,0,0,0,0,0,0,0,0,0,70.5,70,207.5,0,645,0,1,0,0,0,"Subaru,Legacy;;",;;,2008;;,;;
1459,4914,Леоненко Інна Антонівна,Головний державний інспектор праці відділу з питань додержання законодавства про працю Територіальної державної інспекції з питань праці в Одеській області,Державна інспекція з питань праці,Одеська область,2013,25839.18,0,16381.67,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1460,5760,Іванець Ірина Валеріївна,"Провідний спеціаліст відділу діловодства, контролю та міжвідомчої координації Управління представництва інтересів в судах України Департаменту судової роботи",Міністерство юстиції,Загальнодержавний регіон,2013,46865,18827,42788,18827,0,0,0,0,0,0,4077,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,;;,"Volkswagen,Caddy;;",;;,2008;;
1461,5772,Плотнікова Інна Вікторівна,Головний спеціаліст відділу акредитації центрів сертифікації ключів Управління функціонування центрального засвідчувального органу,Міністерство юстиції,Загальнодержавний регіон,2013,51761,16200,26723,16200,0,0,0,0,0,0,1378,0,0,0,0,0,67,67,0,0,24234,0,0,0,0,0,;;,;;,;;,;;
1462,5789,Віятик Наталія Володимирівна,Суддя,Адміністративний місцевий суд,Вінницька область,2013,169800,15750,166000,0,0,0,0,0,103,12,0,0,0,0,1100,0,77.1,13.1,0,0,0,590,1,0,0,0,"Hyundai,Tucson;;",;;,2007;;,;;
1463,5791,Гопончук Віктор Миколайович,Начальник Ніжинського міськрайонного управління юстиції Чернігівської області,Міністерство юстиції,Чернігівська область,2013,32795,13925,32771,13925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,;;,;;,;;,;;
1464,5809,Подоляк Юрій Володимирович,Суддя,Господарський місцевий суд,Київська область,2013,320108,147206,199570,131800,0,0,0,0,68,0,0,15406,0,0,0,0,43.2,0,0,0,600,0,1,0,0,0,"Volkswagen,Touareg;;",;;,2009;;,;;
1465,5816,Тварковський Анатолій Анатолійович,Суддя,Господарський місцевий суд,Вінницька область,2013,233732,165027,170572,164997,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,1,0,0,;;,"Nissan,Teana;;",;;,2008;;
1466,5859,Кабаль Ігор Іванович,Суддя,Загальний апеляційний суд,Львівська область,2013,273174,92430,234687,91283,0,0,0,0,0,0,24087,1147,0,0,0,0,67.21,67.21,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1467,5897,Константінов Юрій Леонідович,Начальник Люботинського міського управління юстиції Харківської області,Міністерство юстиції,Харківська область,2013,45336,10783,42098,0,0,0,0,0,0,0,3238,0,0,0,0,0,0,0,92.4,0,2500,2500,0,1,0,0,;;,"Volkswagen,Passat;;",;;,1989;;
1468,5900,Ханова Раїса Федорівна,Суддя,Апеляційний адміністративний суд,Донецька область,2013,245160,42365,232333,8476,0,0,0,0,0,3889,12617,0,210,0,0,20000,65.6,109.5,0,69,0,1000,0,1,0,0,;;,"Toyota,RAV4;;",;;,2012;;
1469,5912,Царюк Лілія Михайлівна,Суддя,Загальний апеляційний суд,Миколаївська область,2013,256112,295258,256112,293258,0,0,0,0,0,0,0,0,0,0,0,10000,78.4,78.4,0,89.3,1000,1385,1,2,0,0,"SsangYong,Rexton;;","Skoda,Octavia;Mercedes-Benz,E200;",2008;;,2004;2007;
