number,id,name,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year
4738,4311,Сорока Юрій Юрійович,Суддя,Адміністративний місцевий суд,Волинська область,2013,189571,38543,178053,38543,0,0,0,0,0,0,11470,0,48,0,0,0,110.6,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4739,4323,Гуриненко Сергій Григорович,Головний спеціаліст відділу з питань соціального та трудового законодавства. Управління державної реєстрації нормативно-правових актів Департаменту реєстрації та систематизації нормативних актів правоосвітньої діяльності,Міністерство юстиції,Загальнодержавний регіон,2013,74823,16880,74823,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4740,4361,Суржок Анатолій Васильович,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,387032,110000,387032,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,230,0,400,0,0,0,0,;;,;;,;;,;;
4741,4392,Танечник Ігор Іванович,Секретар судової палати у кримінальних справах,Загальний апеляційний суд,Львівська область,2013,282086,93950,282086,93950,0,0,0,0,0,0,0,0,0,0,10000,0,83,42,0,0,0,561,0,0,0,0,;;,;;,;;,;;
4742,4424,Фіщук Альона Анатоліївна,Начальник Волочиського районного управління юстиції,Міністерство юстиції,Хмельницька область,2013,31961,118920,11165,118920,0,0,0,0,106,0,1384,0,0,0,1000,0,0,62.1,0,0,14934,836,0,0,0,0,;;,;;,;;,;;
4743,4443,Чебанова-Губарєва Наталя Валентинівна,Суддя,Загальний апеляційний суд,Миколаївська область,2013,251858,11500,210457,0,0,0,0,0,0,11500,12617,0,0,0,0,97000,56.7,15,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4744,4506,Михеєвський Андрій Володимирович,Ст. інспектор ВДЖ Лозівського МВ ГУМВС України в Харківській області,Міністерство внутрішніх справ,Харківська область,2013,33149.4,5684.12,33149.4,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4745,4513,Мазур Вікторія Миколаївна,Головний спеціаліст відділу зв’язків із засобами масової інформації управління зв’язків з громадкістю та забезпечення діяльності міністра (патронатна служба),Міністерство освіти і науки,Загальнодержавний регіон,2013,8540,0,8540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4746,4525,Курко Олег Петрович,Заступник голови Вінницького апеляційного адміністративного суду,Апеляційний адміністративний суд,Вінницька область,2013,226595,7193,223953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,1000,0,2,0,0,0,"Volkswagen,Tiguan;Mercedes-Benz,E250;",;;,2012;2010;,;;
4747,4537,Черкасов Андрій Олександрович,Секретар суду відділу забезпечення діяльності судової палати з розгляду кримнальних справ,Загальний апеляційний суд,Харківська область,2013,14299,16228,14299,0,0,0,0,0,0,0,0,0,0,24,0,0,0,95.8,60.5,0,1200,0,0,1,0,0,;;,"Kia,Sportage;;",;;,2008;;
4748,6463,Соломаха Анатолій Іванович,Начальник Звенигородського районного управління юстиції,Міністерство юстиції,Черкаська область,2013,85085,12975,46153,0,0,0,0,0,0,0,0,0,0,0,0,13127,59.8,0,41.3,0,915,0,1,0,0,0,"ВАЗ,21072;;",;;,1986;;,;;
4749,6470,Воронцова Світлана Вікторівна,Суддя,Загальний апеляційний суд,Чернігівська область,2013,236334.84,6600,236334.84,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,;;,;;,;;,;;
4750,6507,Кузьміна Людмила Олександрівна,Начальник Чернігівського міського управління юстиції,Міністерство юстиції,Чернігівська область,2013,105063,0,41683,0,0,0,0,0,1,0,0,0,0,0,0,0,97.7,0,66.1,0,1232,0,0,0,0,0,;;,;;,;;,;;
4751,6519,Марітчак Тарас Миколайович,Суддя,Загальний апеляційний суд,Львівська область,2013,250703.68,56484.62,219514.22,52867.25,4702.05,0,0,0,13870.41,800,12617,2817.37,0,0,94273.83,9591.6,75,0,0,0,17000,0,2,0,0,0,"Ford,Focus;Chevrolet,Aveo;",;;,2002;2008;,;;
4752,6521,Олініченко Валентина Віталіївна,Суддя,Загальний апеляційний суд,Одеська область,2013,240896,35941,240894,35941,0,0,0,0,0,0,0,0,0,0,0,0,64.9,64.9,0,0,21500,0,0,0,0,0,;;,;;,;;,;;
4753,6538,Потапенко Віктор Іванович,Суддя,Загальний апеляційний суд,Кіровоградська область,2013,244285,132232,224015,116685,0,0,0,0,7653,0,12617,0,0,0,0,0,64.17,0,0,42.6,800,763,2,2,0,0,"Ford,Scorpio;Kia,Carens;","ВАЗ,21214;Toyota,Corolla;",1995;2008;,2012;2013;
4754,6590,Черняков Валерій Вікторович,Голова,Державне агентство лісових ресурсів,Загальнодержавний регіон,2013,239965,5872,239965,5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,2,1,3,0,"ВАЗ,2121;Audi,100;",Mitsubishi Lancer;;,1982;1988;,2012;;
4755,6595,Тітієвська Валентина Дмитрівна,Суддя,Загальний апеляційний суд,Одеська область,2013,322012,25000,255162,25000,55200,0,0,0,3650,0,8000,0,0,0,50000,0,118.5,16,0,111.5,37600,7000,1,0,0,0,"Toyota,RAV4;;",;;,2007;;,;;
4756,6641,Шестак Олена Володимирівна,Начальник Білокуракинського районного управління юстиції,Міністерство юстиції,Луганська область,2013,43979,53328,39516,51028,0,0,0,0,0,0,4463,0,0,0,0,0,0,0,0,0,0,55100,0,1,0,0,;;,"ЗАЗ,110217;;",;;,2003;;
4757,6653,Дудар Оксана Михайлівна,Суддя,Адміністративний місцевий суд,Рівненська область,2013,203934,0,203934,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4758,6665,Солонець Марина Євсіївна,"Заступник начальника відділу з питань законодавства про інформацію Управління соціального, трудового та гуманітарного законодавства Департаменту конституційного, адміністративного та соціального законодавства",Міністерство юстиції,Загальнодержавний регіон,2013,78370,4915,59375,4915,0,0,0,0,0,0,18995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4759,6677,Василенко Вадим Сергійович,Помічник оперуповноваженого відділу швидкого реагування управління швидкого реагування ’Сокіл’ Головного управління по боротьбі з організованою злочинністю МВС України,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,50691.56,0,50112.56,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4760,6689,Дмитрук Ірина Віталіївна,"Начальник відділу з питань цін і ціноутворення Управління фінансового законодавства Департаменту цивільного, фінансового законодавства та законодавства з питань земельних віносин",Міністерство юстиції,Загальнодержавний регіон,2013,15370,71922,15370,71922,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8,0,0,0,0,0,1,0,0,;;,"Nissan,Maxima;;",;;,2004;;
4761,6696,Бесараб Світлана Олександрівна,Провідний спеціаліст відділу попереднього розгляду документів Управління документального забезпечення Департаменту організаційного та ресурсного забезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,57918.41,49297.32,52817.41,45417.82,0,0,0,0,0,0,5101,3879.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4762,6704,Кісіль Іван Миколайович,"Директор Центрального державного історичного архіву України, м. Київ",Центральний державний історичний архів,Загальнодержавний регіон,2013,137042,25370,117544,0,0,0,0,0,0,0,19498,25370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Peugeot,Partner;;",;;,1999;;,;;
4763,6709,Ковальчук Олена Петрівна,Провідний спеціаліст управління державної реєстрації нормативно-правових актів Департаменту державної реєстрації та систематизації нормативних актів,Міністерство юстиції,Загальнодержавний регіон,2013,5110,46874,5110,46874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,;;,;;,;;,;;
4764,6742,Ткачук Майя Григорівна,Начальник Шумського районного управління юстиції Тернопільскої області.,Міністерство юстиції,Тернопільська область,2013,54305,100277,51555,20237,0,0,0,0,0,0,0,0,0,0,0,1003,0,54,99.8,0,33800,0,1,0,0,0,"Ford,Transit;;",;;,2005;;,;;
4765,6754,Черненко Валерій Михайлович,Голова Державної Інспекції України з безпеки на наземному транспорті,Міністерство інфраструктури / Міністерство транспорту,Загальнодержавний регіон,2013,82942.84,59643,82942.84,59643,0,0,0,0,0,0,0,0,0,0,0,5755030.6,0,0,0,481,1700,1242,1,0,0,0,"Audi,A8;;",;;,2000;;,;;
4766,6759,Ковтун Лариса Володимирівна,Начальник управління представництва інтересів держави в судах України Департаменту судової роботи,Міністерство юстиції,Загальнодержавний регіон,2013,166447,44606,151274,42606,48.56,0,0,0,0,0,15173,2000,0,0,0,0,0,73.8,0,0,78660,0,0,1,0,0,;;,"Mitsubishi,Grandis;;",;;,2007;;
4767,6780,Івченко Олена Михайлівна,Суддя,Загальний апеляційний суд,Миколаївська область,2013,255804,116116,255804,75891,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,533,1150,1,0,0,0,"Daewoo,Lanos;;",;;,2005;;,;;
4768,6800,Савченко Олександр Михайлович,Старший оперуповноважений в особливо важливих справах ГУБОЗ,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,65885,0,59758,0,0,0,0,0,0,0,6127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Opel,Astra;;",;;,2006;;,;;
4769,6817,Феєр Іван Степанович,Суддя апеляцйного суду Закарпатської області,Загальний апеляційний суд,Закарпатська область,2013,241207,13537,241207,13537,0,0,0,0,0,0,12617,0,0,0,0,0,0,0,169.1,169.1,800,800,2,2,0,0,"Skoda,Octavia;Toyota,Auris;","Skoda,Octavia A5;Toyota,Auris;",2010;2013;,2010;2013;
4770,6855,Матус Валерій Вячеславович,Суддя,Загальний апеляційний суд,Сумська область,2013,253319,99957,253124,0,195,0,0,0,0,0,0,0,0,0,0,0,96,96,0,0,0,0,1,0,0,0,"Chevrolet,Lacetti;;",;;,2006;;,;;
4771,6881,Шевченко Олександр Юрійович,Старший оперуповноважений з ОВС ОУ ГУ Міндоходів ,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/ ,Запорізька область,2013,52309,42703,52309,42703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chevrolet Aveo;;,;;,2007;;,;;
4772,6893,Голодник Ірина Віталіївна,Провідний спеціаліст відділу організаційного та нормативно-правового забезпечення Управління експертного забезпечення правосуддя,Міністерство юстиції,Загальнодержавний регіон,2013,46148,39215,41323,35889,0,0,0,0,0,0,4825,3326,0,0,0,0,93.7,32.5,251,0,1000,0,0,0,0,0,;;,;;,;;,;;
4773,6901,Квасневська Наталя Дмитрівна,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,289510,0,289510,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,60,0,0,0,2,0,0,0,"ВАЗ,2163;Toyota,Camry;",;;,1987;2012;,;;
4774,6913,Гура Лариса Іванівна,Начальник стахановського міського управління юстиції Луганської області,Міністерство юстиції,Луганська область,2013,47280,64075,47280,25067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.6,0,0,0,0,0,0,0,;;,;;,;;,;;
4775,6932,Підпалий Олег Іванович,Начальник Попаснянського районного управління юстиції,Міністерство юстиції,Луганська область,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1,55.8,0,552,0,0,1,0,0,;;,"Honda,Civic;;",;;,2004;;
4776,6944,Мацунич Михайло Васильович,Суддя,Загальний апеляційний суд,Загальнодержавний регіон,2013,239497,0,205708,0,0,0,0,0,0,0,12617,0,0,0,0,0,14.5,43.5,54.25,0,2800,1598,2,0,0,0,"ВАЗ,21011;Hyundai,Accent;",;;,1978;2008;,;;
4777,6970,Пятенко Світлана Ехтібарівна,"Провідний спеціаліст відділу забезпечення доступу до публічної інформації Управління систематизації законодавства Департаменту реєстрації та систематизації нормативних актів, правоосвітньої діяльності",Міністерство юстиції,Загальнодержавний регіон,2013,49512,8000,44635,8000,0,0,0,0,0,0,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4778,6999,Кашуба Володимир Вікторович,"Головний спеціаліст відділу з питань банківського, фінансового та зовнішньоекономічного законодавства Управління державної реєстрації нормативно-правових актів Департаменту реєстрації та систематизації нормативних актів, правоосвітньої діяльності.",Міністерство юстиції,Загальнодержавний регіон,2013,92478,88463,79507,84411,0,0,0,0,4419,0,8359,4052,0,0,0,0,178.5,0,0,0,0,0,1,0,0,0,"Hyundai,Accent;;",;;,2012;;,;;
4779,7005,Ткаченко Людмила Яківна,Суддя,Загальний апеляційний суд,Кіровоградська область,2013,334679,0,323209,0,0,0,0,0,0,0,11470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4780,7017,Якубенко Людмила Володимирівна,Головний спеціаліст Департаменту кадрової роботи та державної служби,Міністерство юстиції,Загальнодержавний регіон,2013,68165,0,61669,0,0,0,0,0,0,0,6496,0,0,0,0,0,45.8,0,54.9,0,2200,0,0,0,0,0,;;,;;,;;,;;
4781,7029,Волубцева Ганна Ігорівна,Провідний спеціаліст відділу координації виконання рішень Європейського суду з прав людини Секретаріату Урядового уповноваженого Європейського суду з прав людини,Міністерство юстиції,Загальнодержавний регіон,2013,9348,0,9348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,;;,;;,;;,;;
4782,7036,Павленко Євген Валерійович,Суддя,Господарський місцевий суд,Рівненська область,2013,171350,0,171350,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4783,7055,Квятковський Михайло Львович,Перший заступник начальника Головного управління юстиції,Міністерство юстиції,Львівська область,2013,195489,33613,171645,33613,0,0,0,0,0,0,13844,0,0,0,0,0,0,70.4,137.3,0,10300,3700,0,1,0,0,;;,"Subaru,Outback;;",;;,2007;;
4784,7062,Джепа Юлія Артурівна,Суддя,Господарський місцевий суд,Сумська область,2013,190300,17124,190276,14645,0,2479,0,0,0,0,0,0,0,0,0,0,110.32,63.02,0,0,33,481,1,1,0,0,"Peugeot,207;;","Ford,Mondeo;;",2012;;,2010;;
4785,5605,Кот Олександр Васильович,Суддя,Вищий господарський суд,Загальнодержавний регіон,2013,351314,1298569,311025,265093,0,5000,0,0,0,0,13764,0,0,0,0,20000,0,0,0,0,0,10847,3,1,0,0,"Ford,Scorpio;УАЗ,315192;Toyota,Land Cruiser",Lexus;;,1982;2007;2012,2011;;
4786,5617,Рибачок Наталія Миколаївна,Головний спеціаліст відділу представництва держави в цівильних справах секретаріату Урядового уповноваженого у справах Европейского суду з прав людини,Міністерство юстиції,Загальнодержавний регіон,2013,16417,0,16417,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4787,5631,Сур’як Оксана Геннадіївна,Суддя,Господарський місцевий суд,Волинська область,2013,195234,0,193140,0,0,0,0,0,0,0,2094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Chevrolet,Evanda;;",;;,2006;;,;;
4788,5636,Карпусь Світлана Антонівна,Суддя апеляційного суду Хмельницької обл.,Загальний апеляційний суд,Хмельницька область,2013,313190,22676,243496,0,0,0,0,0,0,0,12617,745,0,0,0,5463,65.5,65.5,0,0,0,0,1,1,0,0,"ВАЗ,21124;;","ВАЗ,21124;;",2006;;,2006;;
4789,5648,Осіпук Василь Васильович,Суддя,Загальний апеляційний суд,Волинська область,2013,256858,13621,256113,0,0,0,0,0,0,0,745,0,0,0,0,0,60.38,69.4,0,0,0,0,1,0,0,0,"Daewoo,Sens;;",;;,2004;;,;;
4790,5655,Луніна Олена Станіславівна,Суддя,Адміністративний місцевий суд,Дніпропетровська область,2013,163356.44,0,163150.41,0,0,0,0,0,206.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4791,5667,Давидюк Валерій Кіндратович,"Заступник голови господарського суду, суддя",Господарський місцевий суд,Житомирська область,2013,288685,0,243941,0,0,0,0,0,0,0,0,0,0,0,0,0,67.87,0,0,0,0,0,1,0,0,0,"Toyota,RAV4;;",;;,2008;;,;;
4792,5686,Мартинюк Володимир Іванович,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,305763,753440,300652,0,0,0,0,0,5111,0,0,0,0,0,18000,74428,156,64.7,246.9,246.9,5951,5951,2,2,0,0,"Honda,CR-V;Toyota,Venza;","Honda,CR-V;Toyota,Venza;",2003;2011;,2003;2011;
4793,5698,Шатрук Василь Миколайович,"Головний спеціаліст відділу молодіжної політики, Управління молоді та спорту Львівської ОДА",Обласна державна адміністрація,Львівська область,2013,0,102271.23,0,102271.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5,0,1191,0,0,0,0,;;,;;,;;,;;
4794,5720,Жук Руслан Миронович,Головний спеціаліст відділу адміністрування та безпеки інформаційнийх систем ДАІ ЦБДР та АС при МВС України,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,180625,15640,50935,12640,0,0,0,0,800,3000,3890,0,0,0,0,33000,49,52,0,0,0,5000,1,1,0,0,"Kia,Sportage;;","Hyundai,Santa Fe;;",2007;;,2012;;
4795,5732,Резніченко Віта Юріївна,Головний спеціаліст служби у справах дітей Старобільської райдержадміністрації,Міністерство юстиції,Луганська область,2013,33132,39072,29680,39072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4796,5751,Саволюк Костянтин Олександрович,Головний спеціаліст відділу матеріально-технічного забезпечення Адміністративно-господарського управління Департаменту організаційного та ресурсного забезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,59096,108679,53510,98041,0,0,0,0,0,0,5586,10638,0,0,0,0,16,16,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4797,5807,Кузьо Микола Степанович,Претендент на посаду першого заступника директора Урядового офісу з питань європейської інтеграції,Кабінет міністрів (крім міністрів міністерств),Загальнодержавний регіон,2013,137709,0,114836,0,10835,0,0,0,0,0,12038,0,0,0,0,0,54.2,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4798,5819,Козаченко Тетяна Федорівна,Начальник Рокитнівського районного управління юстиції,Міністерство юстиції,Рівненська область,2013,21165,250150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.2,0,0,4604,0,1,0,2,;;,"Toyota,Highlander;;",;;,2012;;
4799,5838,Ващиліна Надія Михайлівна,Голова господарського суду Закарпатської області,Господарський місцевий суд,Закарпатська область,2013,377476,16083,273680,0,0,0,0,0,17504,2067,0,0,0,0,17530,1622,0,0,288,83,1800,5100,0,0,0,0,;;,;;,;;,;;
4800,5895,Мухіна Наталія Володимирівна,"Начальник відділу з питань цін і ціноутворення Управління фінансового законодавства Депртамента фінансового, цивільного законодавства та законодавства з питань земельних відносин",Міністерство юстиції,Загальнодержавний регіон,2013,138434,17400,126246,17400,0,0,0,0,0,0,12188,0,0,0,0,0,45.7,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4801,7079,Люстров Владислав Олександрович,Провідний спеціаліст відділу представництва держави в цивільних справах Секретаріату Урядового Уповноваженого у справах Європейського суду з прав людини,Міністерство юстиції,Загальнодержавний регіон,2013,51468,0,46554,0,0,0,0,0,0,0,4914,0,0,0,0,0,0,0,96,0,1000,0,0,0,0,0,;;,;;,;;,;;
4802,7081,Кравченко Костянтин Володимирович,Суддя,Апеляційний адміністративний суд,Одеська область,2013,211693,0,211685,0,0,0,0,0,8,0,0,0,0,0,0,0,67,0,0,0,0,600,0,1,0,0,;;,"Nissan,Juke;;",;;,2012;;
4803,7093,Гаврилюк Антон Григорович,Старший інспектор ДПС спеціалізованного відділення ДПС із забезпечення супроводження спеціальзованного загону ДПС особливого прзначення,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,45367.25,0,41848.25,0,0,0,0,0,0,0,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4804,7118,Сенченко Олеся Валеріївна,"Заступник начальника відділу податкового законодавства Управління фінансового законодавства Департаменту цивільного, фінансового законодавства та законодавства з питань земельних відносин",Міністерство юстиції,Загальнодержавний регіон,2013,133909,134273,121319,133723,0,0,0,0,0,0,12590,0,0,0,0,735,37.3,56,0,0,0,0,1,1,0,0,"ЗАЗ,110307;;","Chery,M11;;",2006;;,2010;;
4805,7151,Бриков Олександр Сергійович,Начальник Березанського міського управління юстиціі,Міністерство юстиції,Київська область,2013,34883.57,0,34883.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4806,7163,Шолох Зоя Леонідівна,Суддя,Загальний апеляційний суд,Миколаївська область,2013,330808,40849,256113,0,0,0,0,0,0,0,0,0,0,0,0,3613,104.4,104.4,0,0,700,0,0,1,0,0,;;,"ВАЗ,21063;;",;;,1984;;
4807,7199,Олійник Юрій Володимирович,Головний спеціаліст відділу взаємодії з державною пенітенціарною службою України Управління взаємодії з державними службами України Департаменту взаємодії з органами влади Міністерства юстиції України,Міністерство юстиції,Загальнодержавний регіон,2013,509879,0,98082,0,0,0,0,0,0,0,9997,0,70800,0,0,0,44.3,44.3,0,0,0,0,1,0,0,0,"Mazda,3;;",;;,2009;;,;;
4808,7214,Матусевич Валентин Петрович,Старший інспектор,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,60647.85,57573.13,56176.1,54073.13,0,0,0,0,0,0,4471.75,3500,0,0,0,0,40.5,40.5,0,0,1600,0,0,0,0,0,;;,;;,;;,;;
4809,7233,Шепочкіна Тамара Василівна,Начальник Новгород-Сіверського районного управління юстиції Чернігівської області,Міністерство юстиції,Чернігівська область,2013,42217,24119,39690,0,0,0,0,0,133,288,0,0,0,0,0,10515,0,0,0,82.6,20000,20800,1,0,0,0,"ВАЗ,21101;;",;;,2006;;,;;
4810,7238,Воєводіна Світлана Вікторівна,Старший слідчий з особливо важливих справ відділу планування та моніторингу слідчого управління фінансових розслідувань Головного управління Міндоходів в Запорізький області,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/ ,Запорізька область,2013,58981,0,58981,0,0,0,0,0,0,0,0,0,0,0,0,0,79.52,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4811,7240,Гуляк Василь Васильович,Суддя,Апеляційний адміністративний суд,Львівська область,2013,201116,18262,188499,0,0,0,0,0,0,0,12617,0,0,0,0,0,53.2,0,0,0,0,0,0,1,0,0,;;,"Skoda,Octavia A5;;",;;,2012;;
4812,7252,Цуркан Яна Миколаївна,Начальник Вінницького районного управління юстиції Вінницької області,Міністерство юстиції,Вінницька область,2013,47206,15812,40655,4477,0,0,0,0,0,0,6551,0,0,0,0,0,0,102.3,0,0,0,0,0,1,0,0,;;,"Skoda,Octavia A5;;",;;,2012;;
4813,7264,Дадим Юлія Миколаївна,Суддя,Апеляційний адміністративний суд,Дніпропетровська область,2013,253718,0,229118,0,0,0,0,0,0,0,12617,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Hyundai,Getz;Toyota,Avensis;",;;,2008;2005;,;;
4814,7271,Орлов Ігор Володимирович,Суддя,Загальний апеляційний суд,Луганська область,2013,259200,404232,259200,0,0,0,0,0,0,60760,0,0,0,0,0,0,116,172,0,199.7,0,768,0,0,0,0,;;,;;,;;,;;
4815,7288,Конюх Ольга Василівна,Суддя,Господарський місцевий суд,Київська область,2013,182565,27684,182027,0,0,0,0,0,538,0,0,0,0,0,1274,0,56,0,0,0,600,0,1,0,0,0,"Volkswagen,Passat;;",;;,2002;;,;;
4816,7295,Пономарьов Олексій Вікторович,Старший інспектор відділення спеціальних заходів штабу спеціального загону ДПС особливого прізначення,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,52283.45,14400,44634.81,14400,0,0,0,0,0,0,7648.64,0,0,0,0,0,0,0,0,0,0,1000,0,1,0,0,;;,"ВАЗ,217030;;",;;,2011;;
4817,7308,Білостоцький Олег Вікторович,Суддя,Адміністративний місцевий суд,Одеська область,2013,339659,53700,231829,15300,0,0,0,0,0,0,0,0,0,0,0,0,48.2,0,0,0,488,0,2,0,0,0,"Volkswagen,Tiguan;Acura,MDX;",;;,2010;2008;,;;
4818,5009,Широян Тетяна Анатоліївна,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,266358,27384,266358,0,0,0,0,0,0,0,0,0,0,0,0,0,101.5,55,0,0,0,0,0,1,0,0,;;,"Citroen,Jumpy;;",;;,2003;;
4819,5061,Бузиль Володимир Аврамович,Начальник Шепетівського міськрайонного управління юстиції Хмельницької області,Міністерство юстиції,Хмельницька область,2013,92104,12110,49639,0,0,0,0,0,5138,0,4611,0,0,0,0,0,0,0,0,162.7,4300,1196,3,0,1,0,"ВАЗ,2108;ВАЗ,21124;Hyundai,Accent",;;,1990;2005;2011,;;
4820,5073,Ліщинський Андрій Михайлович,Суддя,Апеляційний адміністративний суд,Львівська область,2013,238822,419397,226205,21591,0,0,0,0,0,0,12617,1806,0,0,0,0,0,125,220,90,245,80,2,0,0,1,"Mercedes-Benz,E-class;Volkswagen,Golf;",;;,2002;2013;,;;
4821,5080,Коваленко Оксана Миколаївна,Помічник міністра,Міністерство юстиції,Загальнодержавний регіон,2013,88047,25140,58016,25140,0,0,0,0,0,0,7194,0,0,0,0,0,0,62.5,0,0,255600,0,1,1,0,0,"Volkswagen,Jetta;;","Citroen,Berlingo;;",2008;;,2011;;
4822,5124,Баклан Тетяна Олександрівна,Головний спеціаліст відділу організаційного і нормативно-правового забезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,86201,22405,78050,22405,0,0,0,0,0,0,8151,0,0,0,0,0,56.7,56.7,0,0,0,0,1,0,0,0,"Hyundai,Accent;;",;;,2006;;,;;
4823,5136,Могильний Олег Павлович,Апеляційний суд Кіровоградської обл.,Загальний апеляційний суд,Кіровоградська область,2013,261869,46290,250375,39978,0,0,0,0,0,0,11470,6312,0,0,0,0,65,65,0,0,36600,0,2,0,0,0,"Nissan,Laurel;Nissan,Qashqai;",;;,1986;2008;,;;
4824,5148,Фомін Валерій Анатолійович,Суддя апеляційного суду Запорізької області,Загальний апеляційний суд,Запорізька область,2013,562050,107637,263976,101470,0,0,0,0,181,9,0,6158,0,0,3300,2401,0,0,0,0,0,0,1,0,0,0,"Toyota,Camry;;",;;,2013;;,;;
4825,5167,Біленко Володимир Іванович,Заступник начальника управління - начальник відділу матеріально-технічного забезпечення Адміністративно-господарського управління,Міністерство юстиції,Загальнодержавний регіон,2013,154074,25000,69195,25000,0,0,0,0,0,0,6699,0,0,0,0,0,0,28.2,0,0,0,20000,1,0,0,0,"Volkswagen,Passat;;",;;,1993;;,;;
4826,5179,Семенко Людмила Леонідівна,"Заступник начальника відділу з питань праці;Управління соціального, трудового та гуманітарного законодавства;Департаменту конституційного, адміністративного та соціального законодавства",Міністерство юстиції,Загальнодержавний регіон,2013,12466,0,112755,0,0,0,0,0,0,0,11311,0,0,0,0,0,54.6,0,90.1,0,0,0,0,0,0,0,;;,;;,;;,;;
